S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13711,19/05/2020,Rajasthan,5507,2151,3218,138
13712,20/05/2020,Rajasthan,5845,2365,3337,143
13713,21/05/2020,Rajasthan,6015,2464,3404,147
13714,22/05/2020,Rajasthan,6227,2591,3485,151
13715,23/05/2020,Rajasthan,6494,2661,3680,153
13716,24/05/2020,Rajasthan,6742,2796,3786,160
13717,25/05/2020,Rajasthan,7028,3017,3848,163
13718,26/05/2020,Rajasthan,7300,3182,3951,167
13719,27/05/2020,Rajasthan,7536,3195,4171,170
13720,28/05/2020,Rajasthan,7703,3073,4457,173
13721,29/05/2020,Rajasthan,8067,3070,4817,180
13722,30/05/2020,Rajasthan,8365,2937,5244,184
13723,31/05/2020,Rajasthan,8617,2685,5739,193
13724,01/06/2020,Rajasthan,8831,2710,5927,194
13725,02/06/2020,Rajasthan,8980,2742,6040,198
13726,03/06/2020,Rajasthan,9373,2735,6435,203
13727,04/06/2020,Rajasthan,9652,2699,6744,209
13728,05/06/2020,Rajasthan,9862,2545,7104,213
13729,06/06/2020,Rajasthan,10084,2507,7359,218
13730,07/06/2020,Rajasthan,10331,2599,7501,231
13731,08/06/2020,Rajasthan,10599,2718,7641,240
13732,09/06/2020,Rajasthan,10763,2513,8004,246
13733,10/06/2020,Rajasthan,11245,2662,8328,255
13734,11/06/2020,Rajasthan,11600,2772,8569,259
13735,12/06/2020,Rajasthan,11838,2798,8775,265
13736,13/06/2020,Rajasthan,12068,2898,8898,272
13737,14/06/2020,Rajasthan,12401,2782,9337,282
13738,15/06/2020,Rajasthan,12694,2836,9566,292
13739,16/06/2020,Rajasthan,12981,2895,9785,301
13740,17/06/2020,Rajasthan,13216,3059,9849,308
13741,18/06/2020,Rajasthan,13542,2762,10467,313
13742,19/06/2020,Rajasthan,13857,2792,10742,323
13743,20/06/2020,Rajasthan,14156,2826,10997,333
13744,21/06/2020,Rajasthan,14536,2925,11274,337
13745,22/06/2020,Rajasthan,14930,2984,11597,349
13746,23/06/2020,Rajasthan,15232,2966,11910,356
13747,24/06/2020,Rajasthan,15627,3049,12213,365
13748,25/06/2020,Rajasthan,16009,3023,12611,375
13749,26/06/2020,Rajasthan,16296,3077,12840,379
13750,27/06/2020,Rajasthan,16660,3218,13062,380
13751,28/06/2020,Rajasthan,16944,3186,13367,391
13752,29/06/2020,Rajasthan,17271,3261,13611,399
13753,30/06/2020,Rajasthan,17660,3637,13618,405
13754,01/07/2020,Rajasthan,18014,3381,14220,413
13755,02/07/2020,Rajasthan,18312,3317,14574,421
13756,03/07/2020,Rajasthan,18662,3284,14948,430
13757,04/07/2020,Rajasthan,19052,3331,15281,440
13758,05/07/2020,Rajasthan,19532,3445,15640,447
13759,06/07/2020,Rajasthan,20164,3780,15928,456
13760,07/07/2020,Rajasthan,20688,3949,16278,461
13761,08/07/2020,Rajasthan,21404,4357,16575,472
13762,09/07/2020,Rajasthan,22063,4715,16866,482
13763,10/07/2020,Rajasthan,22563,5002,17070,491
13764,11/07/2020,Rajasthan,23174,5057,17620,497
13765,12/07/2020,Rajasthan,23748,5376,17869,503
13766,13/07/2020,Rajasthan,24392,5779,18103,510
13767,14/07/2020,Rajasthan,24936,5781,18630,525
13768,15/07/2020,Rajasthan,25571,5885,19161,525
13769,16/07/2020,Rajasthan,26437,6405,19502,530
13770,17/07/2020,Rajasthan,27174,6666,19970,538
13771,18/07/2020,Rajasthan,27789,6617,20626,546
13772,19/07/2020,Rajasthan,28500,6803,21144,553
13773,20/07/2020,Rajasthan,29434,7145,21730,559
13774,21/07/2020,Rajasthan,30390,7627,22195,568
13775,22/07/2020,Rajasthan,31373,8052,22744,577
13776,23/07/2020,Rajasthan,32334,8387,23364,583
13777,24/07/2020,Rajasthan,33220,8811,23815,594
13778,25/07/2020,Rajasthan,34178,9029,24547,602
13779,26/07/2020,Rajasthan,35298,9379,25306,613
13780,27/07/2020,Rajasthan,35909,9935,25353,621
13781,28/07/2020,Rajasthan,36878,10124,26123,631
13782,29/07/2020,Rajasthan,38514,10668,27202,644
13783,30/07/2020,Rajasthan,38964,10745,27569,650
13784,31/07/2020,Rajasthan,40145,11097,28385,663
13785,01/08/2020,Rajasthan,41298,11589,29035,674
13786,02/08/2020,Rajasthan,42646,11979,29977,690
13787,03/08/2020,Rajasthan,43804,12391,30710,703
13788,04/08/2020,Rajasthan,44975,12802,31458,715
13789,05/08/2020,Rajasthan,46679,13115,32832,732
13790,06/08/2020,Rajasthan,47272,12678,33849,745
13791,07/08/2020,Rajasthan,48996,13108,35131,757
13792,08/08/2020,Rajasthan,50157,13195,36195,767
13793,09/08/2020,Rajasthan,51328,13387,37163,778
13794,10/08/2020,Rajasthan,52497,13473,38235,789
13795,11/08/2020,Rajasthan,53670,13810,39060,800
13796,12/08/2020,Rajasthan,54887,13677,40399,811
13797,13/08/2020,Rajasthan,56100,13630,41648,822
13798,14/08/2020,Rajasthan,57414,14762,41819,833
13799,15/08/2020,Rajasthan,58692,13949,43897,846
13800,16/08/2020,Rajasthan,59979,13863,45254,862
13801,17/08/2020,Rajasthan,61296,13816,46604,876
13802,18/08/2020,Rajasthan,62630,14089,47654,887
13803,19/08/2020,Rajasthan,63977,14119,48960,898
13804,20/08/2020,Rajasthan,65289,14416,49963,910
13805,21/08/2020,Rajasthan,66619,14508,51190,921
13806,22/08/2020,Rajasthan,67954,14525,52496,933
13807,23/08/2020,Rajasthan,69264,14176,54144,944
13808,24/08/2020,Rajasthan,70609,14330,55324,955
13809,25/08/2020,Rajasthan,71955,14388,56600,967
13810,26/08/2020,Rajasthan,73325,14219,58126,980
13811,27/08/2020,Rajasthan,74670,14099,59579,992
13812,28/08/2020,Rajasthan,76015,14425,60585,1005
13813,29/08/2020,Rajasthan,77370,14320,62033,1017
13814,30/08/2020,Rajasthan,78777,14776,62971,1030
13815,31/08/2020,Rajasthan,80227,14091,65093,1043
13816,01/09/2020,Rajasthan,81693,13825,66812,1056
13817,02/09/2020,Rajasthan,83163,13970,68124,1069
13818,03/09/2020,Rajasthan,84674,12919,70674,1081
13819,04/09/2020,Rajasthan,86227,13912,71220,1095
13820,05/09/2020,Rajasthan,87797,14790,71899,1108
13821,06/09/2020,Rajasthan,89363,14996,73245,1122
13822,07/09/2020,Rajasthan,90956,14958,74861,1137
13823,08/09/2020,Rajasthan,92536,14958,76427,1151
13824,09/09/2020,Rajasthan,94126,15090,77872,1164
13825,10/09/2020,Rajasthan,95736,15108,79450,1178
13826,11/09/2020,Rajasthan,97376,15702,80482,1192
13827,12/09/2020,Rajasthan,99036,15859,81970,1207
13828,13/09/2020,Rajasthan,100705,16582,82902,1221
13829,14/09/2020,Rajasthan,102408,16654,84518,1236
13830,15/09/2020,Rajasthan,104138,16726,86162,1250
13831,16/09/2020,Rajasthan,105898,16761,87873,1264
13832,17/09/2020,Rajasthan,107680,17049,89352,1279
13833,18/09/2020,Rajasthan,109473,17495,90685,1293
13834,19/09/2020,Rajasthan,111290,17717,92265,1308
13835,20/09/2020,Rajasthan,113124,17997,93805,1322
13836,21/09/2020,Rajasthan,114989,18184,95469,1336
13837,22/09/2020,Rajasthan,116881,18245,97284,1352
13838,23/09/2020,Rajasthan,118793,18614,98812,1367
13839,24/09/2020,Rajasthan,120739,18992,100365,1382
13840,25/09/2020,Rajasthan,122720,18993,102330,1397
13841,26/09/2020,Rajasthan,124730,19030,104288,1412
13842,27/09/2020,Rajasthan,126775,19355,105994,1426
13843,28/09/2020,Rajasthan,128859,19700,107718,1441
13844,29/09/2020,Rajasthan,130971,20043,109472,1456
13845,30/09/2020,Rajasthan,133119,20376,111272,1471
13846,01/10/2020,Rajasthan,135292,20581,113225,1486
13847,02/10/2020,Rajasthan,137485,20807,115178,1500
13848,03/10/2020,Rajasthan,139696,20942,117238,1516
13849,04/10/2020,Rajasthan,141846,21075,119241,1530
13850,05/10/2020,Rajasthan,144030,21154,121331,1545
13851,06/10/2020,Rajasthan,146195,21215,123421,1559
13852,07/10/2020,Rajasthan,148316,21294,125448,1574
13853,08/10/2020,Rajasthan,150467,21351,127526,1590
13854,09/10/2020,Rajasthan,152605,21382,129618,1605
13855,10/10/2020,Rajasthan,154785,21398,131766,1621
13856,11/10/2020,Rajasthan,156908,21354,133918,1636
13857,12/10/2020,Rajasthan,159052,21412,135990,1650
13858,13/10/2020,Rajasthan,161184,21671,137848,1665
13859,14/10/2020,Rajasthan,163219,21924,139616,1679
13860,15/10/2020,Rajasthan,165240,21711,141835,1694
13861,16/10/2020,Rajasthan,167279,21587,143984,1708
13862,17/10/2020,Rajasthan,169289,21381,146185,1723
13863,18/10/2020,Rajasthan,171281,21255,148291,1735
13864,19/10/2020,Rajasthan,173266,21139,150379,1748
13865,20/10/2020,Rajasthan,175226,20893,152573,1760
13866,21/10/2020,Rajasthan,177123,20254,155095,1774
13867,22/10/2020,Rajasthan,178933,19185,157960,1788
13868,23/10/2020,Rajasthan,180755,18341,160614,1800
13869,24/10/2020,Rajasthan,182570,17775,162981,1814
13870,25/10/2020,Rajasthan,184422,17100,165496,1826
13871,26/10/2020,Rajasthan,186243,16668,167736,1839
13872,27/10/2020,Rajasthan,188048,16233,169962,1853
13873,28/10/2020,Rajasthan,189844,15949,172028,1867
13874,29/10/2020,Rajasthan,191629,15708,174044,1877
13875,30/10/2020,Rajasthan,193419,15554,175977,1888
13876,31/10/2020,Rajasthan,195213,15251,178064,1898
13877,01/11/2020,Rajasthan,196993,15102,179984,1907
13878,02/11/2020,Rajasthan,198747,15255,181575,1917
13879,03/11/2020,Rajasthan,200495,15889,182680,1926
13880,04/11/2020,Rajasthan,202220,16385,183899,1936
13881,05/11/2020,Rajasthan,203990,16323,185722,1945
13882,06/11/2020,Rajasthan,205800,16301,187544,1955
13883,07/11/2020,Rajasthan,207597,16277,189354,1966
13884,08/11/2020,Rajasthan,209438,16327,191132,1979
13885,09/11/2020,Rajasthan,211310,16376,192945,1989
13886,10/11/2020,Rajasthan,213169,16542,194629,1998
13887,11/11/2020,Rajasthan,215071,16725,196338,2008
13888,12/11/2020,Rajasthan,217151,16993,198139,2019
13889,13/11/2020,Rajasthan,219327,17352,199943,2032
13890,14/11/2020,Rajasthan,221471,17657,201770,2044
13891,15/11/2020,Rajasthan,223633,18053,203524,2056
13892,16/11/2020,Rajasthan,225817,18337,205414,2066
13893,17/11/2020,Rajasthan,227986,18684,207224,2078
13894,18/11/2020,Rajasthan,230180,19033,209058,2089
13895,19/11/2020,Rajasthan,232358,19478,210779,2101
13896,20/11/2020,Rajasthan,234907,20168,212623,2116
13897,21/11/2020,Rajasthan,237669,20923,214616,2130
13898,22/11/2020,Rajasthan,240676,21951,216579,2146
13899,23/11/2020,Rajasthan,243936,23190,218583,2163
13900,24/11/2020,Rajasthan,247168,24116,220871,2181
13901,25/11/2020,Rajasthan,250482,25197,223085,2200
13902,26/11/2020,Rajasthan,253767,26320,225229,2218
13903,27/11/2020,Rajasthan,256947,27302,227408,2237
13904,28/11/2020,Rajasthan,260040,28183,229602,2255
13905,29/11/2020,Rajasthan,262805,28751,231780,2274
13906,30/11/2020,Rajasthan,265386,28758,234336,2292
13907,01/12/2020,Rajasthan,268063,28653,237098,2312
13908,02/12/2020,Rajasthan,270410,27974,240105,2331
13909,03/12/2020,Rajasthan,272400,26710,243340,2350
13910,04/12/2020,Rajasthan,274486,25544,246572,2370
13911,05/12/2020,Rajasthan,276420,24318,249713,2389
13912,06/12/2020,Rajasthan,278496,23176,252911,2409
13913,07/12/2020,Rajasthan,280585,22427,255729,2429
13914,08/12/2020,Rajasthan,282512,21671,258393,2448
13915,09/12/2020,Rajasthan,284116,20875,260773,2468
13916,10/12/2020,Rajasthan,285627,19792,263350,2485
13917,11/12/2020,Rajasthan,287219,19030,265689,2500
13918,12/12/2020,Rajasthan,288692,17721,268457,2514
13919,13/12/2020,Rajasthan,289999,16821,270650,2528
13920,14/12/2020,Rajasthan,291289,16629,272118,2542
13921,15/12/2020,Rajasthan,292539,16200,273784,2555
13922,17/12/2020,Rajasthan,294831,14510,277743,2578
13923,18/12/2020,Rajasthan,295953,13647,279717,2589
13924,19/12/2020,Rajasthan,297029,13058,281372,2599
13925,20/12/2020,Rajasthan,298018,12779,282631,2608
13926,21/12/2020,Rajasthan,298996,12422,283957,2617
13927,22/12/2020,Rajasthan,299909,11961,285322,2626
13928,23/12/2020,Rajasthan,300716,11601,286481,2634
13929,24/12/2020,Rajasthan,301708,11648,287418,2642
13930,25/12/2020,Rajasthan,302709,11671,288388,2650
13931,26/12/2020,Rajasthan,303732,11700,289375,2657
13932,27/12/2020,Rajasthan,304517,11488,290365,2664
13933,28/12/2020,Rajasthan,305360,11157,291533,2670
13934,29/12/2020,Rajasthan,306158,10742,292739,2677
13935,30/12/2020,Rajasthan,306784,10213,293888,2683
13936,31/12/2020,Rajasthan,307554,9835,295030,2689
13937,03/01/2021,Rajasthan,309319,8795,297819,2705
13938,04/01/2021,Rajasthan,309821,8491,298620,2710
13939,05/01/2021,Rajasthan,310278,8189,299375,2714
13940,06/01/2021,Rajasthan,310675,7830,300126,2719
13941,07/01/2021,Rajasthan,311111,7698,300690,2723
13942,08/01/2021,Rajasthan,311620,7468,301425,2727
13943,09/01/2021,Rajasthan,312091,7402,301962,2727
13944,10/01/2021,Rajasthan,312521,6730,303060,2731
13945,11/01/2021,Rajasthan,312996,6726,303536,2734
13946,12/01/2021,Rajasthan,313425,6585,304104,2736
13947,13/01/2021,Rajasthan,313718,6200,304779,2739
13948,14/01/2021,Rajasthan,314091,5780,305569,2742
13949,15/01/2021,Rajasthan,314372,5675,305953,2744
13950,16/01/2021,Rajasthan,314682,5608,306330,2744
13951,17/01/2021,Rajasthan,314920,5286,306888,2746
13952,18/01/2021,Rajasthan,315181,5050,307384,2747
13953,19/01/2021,Rajasthan,315394,4634,308010,2750
13954,20/01/2021,Rajasthan,315603,4304,308547,2752
13955,21/01/2021,Rajasthan,315816,4077,308985,2754
13956,22/01/2021,Rajasthan,316081,3934,309391,2756
13957,23/01/2021,Rajasthan,316282,3719,309807,2756
13958,24/01/2021,Rajasthan,316485,3448,310279,2758
13959,25/01/2021,Rajasthan,316652,3147,310747,2758
13960,27/01/2021,Rajasthan,316970,2836,311374,2760
13961,28/01/2021,Rajasthan,317104,2664,311679,2761
13962,29/01/2021,Rajasthan,317189,2559,311867,2763
13963,30/01/2021,Rajasthan,317292,2395,312132,2765
13964,31/01/2021,Rajasthan,317396,2260,312370,2766
13965,01/02/2021,Rajasthan,317491,2161,312564,2766
13966,02/02/2021,Rajasthan,317587,1948,312873,2766
13967,03/02/2021,Rajasthan,317674,1798,313108,2768
13968,04/02/2021,Rajasthan,317766,1692,313304,2770
13969,05/02/2021,Rajasthan,317905,1638,313496,2771
13970,06/02/2021,Rajasthan,318021,1581,313669,2771
13971,07/02/2021,Rajasthan,318118,1527,313819,2772
13972,08/02/2021,Rajasthan,318193,1464,313957,2772
13973,09/02/2021,Rajasthan,318294,1470,314050,2774
13974,10/02/2021,Rajasthan,318384,1435,314175,2774
13975,11/02/2021,Rajasthan,318491,1450,314264,2777
13976,12/02/2021,Rajasthan,318602,1385,314438,2779
13977,13/02/2021,Rajasthan,318710,1407,314523,2780
13978,14/02/2021,Rajasthan,318820,1409,314630,2781
13979,15/02/2021,Rajasthan,318923,1409,314733,2781
13980,16/02/2021,Rajasthan,319005,1365,314859,2781
13981,17/02/2021,Rajasthan,319065,1257,315027,2781
13982,18/02/2021,Rajasthan,319166,1249,315135,2782
13983,19/02/2021,Rajasthan,319270,1275,315212,2783
13984,20/02/2021,Rajasthan,319363,1269,315310,2784
13985,21/02/2021,Rajasthan,319461,1300,315376,2785
13986,22/02/2021,Rajasthan,319543,1245,315513,2785
13987,23/02/2021,Rajasthan,319626,1206,315635,2785
13988,24/02/2021,Rajasthan,319702,1195,315722,2785
13989,25/02/2021,Rajasthan,319801,1204,315812,2785
13990,26/02/2021,Rajasthan,319929,1208,315936,2785
13991,27/02/2021,Rajasthan,320078,1231,316061,2786
13992,01/03/2021,Rajasthan,320336,1308,316241,2787
13993,02/03/2021,Rajasthan,320455,1304,316364,2787
13994,03/03/2021,Rajasthan,320557,1340,316430,2787
13995,04/03/2021,Rajasthan,320772,1470,316515,2787
13996,06/03/2021,Rajasthan,321123,1584,316750,2789
13997,07/03/2021,Rajasthan,321356,1703,316864,2789
13998,08/03/2021,Rajasthan,321532,1755,316988,2789
13999,09/03/2021,Rajasthan,321711,1883,317039,2789
14000,10/03/2021,Rajasthan,321890,1963,317138,2789
14001,11/03/2021,Rajasthan,322078,2032,317257,2789
14002,13/03/2021,Rajasthan,322518,2242,317487,2789
14003,14/03/2021,Rajasthan,322719,2329,317601,2789
14004,15/03/2021,Rajasthan,322969,2453,317726,2790
14005,16/03/2021,Rajasthan,323220,2572,317858,2790
14006,17/03/2021,Rajasthan,323461,2661,318009,2791
14007,18/03/2021,Rajasthan,323774,2851,318132,2791
14008,19/03/2021,Rajasthan,324101,3023,318284,2794
14009,20/03/2021,Rajasthan,324503,3121,318586,2796
14010,21/03/2021,Rajasthan,324948,3310,318842,2796
14011,22/03/2021,Rajasthan,325424,3585,319041,2798
14012,23/03/2021,Rajasthan,326026,4006,319217,2803
14013,24/03/2021,Rajasthan,326506,4262,319437,2807
14014,25/03/2021,Rajasthan,327175,4672,319695,2808
14015,27/03/2021,Rajasthan,328743,5733,320199,2811
14016,28/03/2021,Rajasthan,329595,6358,320426,2811
14017,29/03/2021,Rajasthan,330676,7159,320704,2813
14018,30/03/2021,Rajasthan,331578,7794,320971,2813
14019,31/03/2021,Rajasthan,332243,8155,321275,2813
14020,01/04/2021,Rajasthan,333149,8663,321668,2818
14021,02/04/2021,Rajasthan,334499,9563,322114,2822
14022,03/04/2021,Rajasthan,335921,10484,322613,2824
14023,04/04/2021,Rajasthan,337596,11738,323031,2827
14024,05/04/2021,Rajasthan,339325,12878,323618,2829
14025,06/04/2021,Rajasthan,341754,14768,324145,2841
14026,07/04/2021,Rajasthan,343990,16140,324996,2854
14027,08/04/2021,Rajasthan,346791,18146,325779,2866
14028,09/04/2021,Rajasthan,350317,21152,326299,2866
14029,10/04/2021,Rajasthan,354287,24085,327304,2898
14030,11/04/2021,Rajasthan,358688,27906,327866,2916
14031,12/04/2021,Rajasthan,363793,31986,328881,2926
14032,13/04/2021,Rajasthan,369564,36441,330172,2951
14033,14/04/2021,Rajasthan,375092,40690,331423,2979
14034,15/04/2021,Rajasthan,381292,44905,333379,3008
14035,16/04/2021,Rajasthan,387950,49276,335633,3041
14036,17/04/2021,Rajasthan,395309,53813,338424,3072
14037,18/04/2021,Rajasthan,404355,59999,341247,3109
14038,19/04/2021,Rajasthan,414617,67135,344331,3151
14039,20/04/2021,Rajasthan,426584,76641,346739,3204
14040,21/04/2021,Rajasthan,438785,85571,349946,3268
14041,22/04/2021,Rajasthan,453407,96366,353711,3330
14042,23/04/2021,Rajasthan,467875,107157,357329,3389
14043,24/04/2021,Rajasthan,483273,117294,362526,3453
14044,25/04/2021,Rajasthan,498628,127616,367485,3527
14045,26/04/2021,Rajasthan,514437,136702,374134,3601
14046,27/04/2021,Rajasthan,530875,146640,380550,3685
14047,28/04/2021,Rajasthan,546964,155182,387976,3806
14048,29/04/2021,Rajasthan,563577,163372,396279,3926
14049,30/04/2021,Rajasthan,580846,169519,407243,4084
14050,01/05/2021,Rajasthan,598001,176485,417277,4239
14051,02/05/2021,Rajasthan,615653,182301,428953,4399
14052,03/05/2021,Rajasthan,633951,189178,440215,4558
14053,04/05/2021,Rajasthan,651247,194371,452164,4712
14054,05/05/2021,Rajasthan,668221,197045,466310,4866
14055,06/05/2021,Rajasthan,685036,196683,483332,5021
14056,07/05/2021,Rajasthan,702568,198010,499376,5182
14057,08/05/2021,Rajasthan,720799,199147,516306,5346
14058,09/05/2021,Rajasthan,738786,199307,533973,5506
14059,10/05/2021,Rajasthan,756707,200189,550853,5665
14060,11/05/2021,Rajasthan,773194,203017,564352,5825
14061,12/05/2021,Rajasthan,789274,205730,577550,5994
14062,13/05/2021,Rajasthan,805658,209110,590390,6158
14063,14/05/2021,Rajasthan,805658,209110,590390,6158
14064,15/05/2021,Rajasthan,821525,211889,603319,6317
14065,16/05/2021,Rajasthan,849389,208698,634070,6621
14066,17/05/2021,Rajasthan,859669,194382,658510,6777
14067,18/05/2021,Rajasthan,871266,176363,687969,6934
14068,19/05/2021,Rajasthan,879664,159455,713129,7080
14069,20/05/2021,Rajasthan,889513,153126,729168,7219
14070,21/05/2021,Rajasthan,897193,143974,745873,7346
14071,22/05/2021,Rajasthan,903418,131806,764137,7475
14072,23/05/2021,Rajasthan,909521,122330,779601,7590
14073,24/05/2021,Rajasthan,916042,112218,796121,7703
14074,25/05/2021,Rajasthan,920456,99875,812775,7806
14075,26/05/2021,Rajasthan,923860,87391,828558,7911
14076,27/05/2021,Rajasthan,927746,78126,841602,8018
14077,28/05/2021,Rajasthan,931200,71099,851998,8103
14078,30/05/2021,Rajasthan,936162,56628,871283,8251
14079,31/05/2021,Rajasthan,938460,49224,880919,8317
14080,01/06/2021,Rajasthan,939958,42654,888919,8385
14081,02/06/2021,Rajasthan,940960,37477,895033,8450
14082,03/06/2021,Rajasthan,942236,32650,901071,8515
14083,04/06/2021,Rajasthan,943494,27408,907527,8559
14084,05/06/2021,Rajasthan,944500,24004,911897,8599
14085,06/06/2021,Rajasthan,945442,21550,915261,8631
14086,07/06/2021,Rajasthan,946346,18575,919115,8656
14087,08/06/2021,Rajasthan,946975,15744,922544,8687
14088,09/06/2021,Rajasthan,947504,13624,925161,8719
14089,10/06/2021,Rajasthan,948024,11832,927443,8749
14090,11/06/2021,Rajasthan,948562,10079,929711,8772
14091,12/06/2021,Rajasthan,949008,9023,931186,8799
14092,13/06/2021,Rajasthan,949376,8400,932161,8815
14093,14/06/2021,Rajasthan,949684,7441,933421,8822
14094,15/06/2021,Rajasthan,949961,6467,934652,8842
14095,16/06/2021,Rajasthan,950133,5619,935658,8856
14096,17/06/2021,Rajasthan,950413,4962,936586,8865
14097,18/06/2021,Rajasthan,950618,4262,937481,8875
14098,19/06/2021,Rajasthan,950768,3783,938101,8884
14099,20/06/2021,Rajasthan,950961,3451,938619,8891
14100,21/06/2021,Rajasthan,951105,3079,939131,8895
14101,22/06/2021,Rajasthan,951256,2691,939664,8901
14102,23/06/2021,Rajasthan,951393,2388,940101,8904
14103,25/06/2021,Rajasthan,951695,2019,940771,8905
14104,26/06/2021,Rajasthan,951826,1873,941048,8905
